7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7919041914048138,0.9282538138716592,0.7919042903014107,0.9282536565965654,0.7919042804444906,0.9282536738159887,0.7919042628858779,0.9282536856425408,0.7919042643828695,0.9282536850938172,0.7919042566368238,0.9282536677135502,0.7919042667822636,0.92825367913492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2640255867823493,0.21644088393221075,0.26402558348132393,0.21644089878211145,0.2640255815895718,0.21644089183961251,0.2640255816791397,0.2164408953625737,0.26402557975251656,0.21644090436764432,0.2640255805236714,0.2164408937744225,0.2640255913796155,0.21644089841528288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8209878112958782,0.9096539927945021,0.8209878500030886,0.9096539977609586,0.8209878065617114,0.9096539949375161,0.8209878308327109,0.9096539935777804,0.8209878043357735,0.9096539956105396,0.8209878017509888,0.9096540229829067,0.8209878141318542,0.9096540006094805,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18123774752214983,0.22626728202511315,0.18123774810642018,0.2262672939290227,0.18123773948373942,0.22626728959512407,0.1812377456198861,0.22626728780742872,0.18123774721585129,0.2262672947559656,0.18123774533041814,0.22626729432759554,0.1812377349869499,0.2262672970559992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.19409266407535428,0.21803610290769898,0.19409266404057848,0.21803610055269898,0.1940926660880212,0.21803610047122235,0.19409266099495157,0.21803609733077398,0.1940926567144393,0.21803610363218104,0.19409265793536049,0.2180361053659654,0.19409266658025345,0.2180360977479208,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.192082568093508,0.17605156417055862,0.19208259557747273,0.1760515683750304,0.19208258806986098,0.17605155902089878,0.19208259038055908,0.1760515623196844,0.19208259011659362,0.17605156231153493,0.1920825854265486,0.1760515654024419,0.19208258470620757,0.1760515639213327,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8318660442681,0.9083539759698752,0.8318660130934459,0.9083539013452179,0.831866035272939,0.9083539319840499,0.8318660160639388,0.9083539192672274,0.8318660352488565,0.9083539254026984,0.8318660413794041,0.9083539504753502,0.8318660222003206,0.9083539193168004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.809536236817665,0.9210102831013809,0.8095361998417588,0.9210102524198535,0.809536212678227,0.9210102652920258,0.8095361973982584,0.9210102688822835,0.8095362270833056,0.9210102771753682,0.8095362073049559,0.9210102612111611,0.8095362147593802,0.9210102610274887,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13374186684144682,0.1662719146310541,0.13374187599326387,0.16627190447738105,0.1337418693820859,0.16627191322502596,0.13374186739010294,0.16627191090029758,0.1337418695042689,0.16627191177298695,0.13374186840362393,0.16627191267574873,0.13374187401567397,0.1662719088551747,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20457264352110552,0.23254918152540208,0.20457264313777115,0.23254917438562211,0.20457263998176625,0.23254918896720939,0.20457264835959302,0.23254918624611512,0.20457264649676632,0.23254918855183018,0.20457265239063294,0.23254918443370678,0.20457264993710664,0.2325491819305147,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
