0.134,0.118
0.282,0.016
0.226,0.052
0.288,0.008
0.266,0.026
0.142,0.058
0.284,0.16
0.22,0.058
0.06,0.036
0.238,0.21
0.184,0.176
0.332,0.074
0.274,0.02
0.104,0.048
0.34,0.032
0.144,0.058
0.09,0.042
0.028,0.03
0.302,0.004
0.148,0.132
0.134,0.054
0.212,0.214
0.196,0.064
0.324,0.088
0.096,0.044
0.268,0.178
0.126,0.112
0.15,0.06
0.21,0.062
0.34,0.022
0.22,0.218
0.066,0.066
0.34,0.04
0.112,0.05
0.19,0.186
0.156,0.062
0.258,0.03
0.17,0.158
0.094,0.086
0.192,0.188
0.118,0.108
0.18,0.064
0.198,0.198
0.14,0.126
0.324,0.096
0.154,0.142
0.058,0.062
0.096,0.088
0.332,0.072
0.254,0.034
0.104,0.046
0.232,0.052
0.066,0.038
0.294,0.008
0.124,0.11
0.34,0.03
0.278,0.018
0.314,0.108
0.24,0.046
0.006,0.028
0.044,0.054
0.028,0.046
0.11,0.048
0.212,0.212
0.034,0.05
0.3,0.138
0.176,0.17
0.33,0.078
0.058,0.034
0.316,0.0
0.138,0.124
0.266,0.184
0.34,0.02
0.22,0.216
0.004,0.034
0.29,0.15
0.05,0.056
0.338,0.046
0.19,0.184
0.206,0.21
0.118,0.052
0.152,0.138
0.094,0.084
0.198,0.196
0.012,0.038
0.286,0.012
0.154,0.14
0.242,0.208
0.162,0.062
0.282,0.164
0.27,0.022
0.042,0.052
0.288,0.156
0.226,0.218
0.248,0.04
0.232,0.05
0.186,0.064
0.216,0.06
0.278,0.016
0.256,0.034
0.048,0.054
0.168,0.156
0.338,0.054
0.086,0.08
0.072,0.038
0.034,0.03
0.322,0.1
0.2,0.062
0.136,0.12
0.034,0.048
0.018,0.04
0.176,0.168
0.012,0.028
0.116,0.104
0.332,0.006
0.138,0.122
0.196,0.194
0.328,0.084
0.266,0.182
0.312,0.112
0.188,0.18
0.204,0.206
0.17,0.064
0.322,0.0
0.026,0.044
0.338,0.044
0.324,0.002
0.118,0.05
0.256,0.194
0.13,0.118
0.152,0.136
0.018,0.03
0.234,0.212
0.138,0.058
0.224,0.054
0.264,0.188
0.084,0.078
0.042,0.032
0.282,0.162
0.124,0.052
0.288,0.154
0.226,0.216
0.166,0.152
0.236,0.048
0.338,0.016
0.048,0.034
0.002,0.03
0.338,0.052
0.272,0.174
0.174,0.164
0.278,0.166
0.114,0.1
0.308,0.002
0.33,0.002
0.302,0.132
0.194,0.19
0.328,0.082
0.04,0.03
0.202,0.202
0.146,0.06
0.206,0.062
0.078,0.074
0.15,0.134
0.336,0.058
0.106,0.096
0.128,0.114
0.294,0.146
0.152,0.062
0.324,0.0
0.172,0.162
0.13,0.116
0.138,0.056
0.084,0.04
0.264,0.186
0.244,0.042
0.18,0.174
0.228,0.052
0.062,0.038
0.336,0.012
0.024,0.03
0.246,0.204
0.318,0.104
0.086,0.04
0.338,0.014
0.3,0.006
0.144,0.13
0.192,0.064
0.254,0.198
0.092,0.044
0.232,0.216
0.278,0.164
0.302,0.13
0.098,0.09
0.194,0.188
0.054,0.034
0.24,0.21
0.06,0.062
0.328,0.08
0.31,0.118
0.314,0.002
0.334,0.066
0.062,0.064
0.068,0.068
0.106,0.094
0.294,0.144
0.152,0.06
0.176,0.064
0.198,0.064
0.098,0.044
0.216,0.216
0.052,0.058
0.036,0.05
0.178,0.17
0.22,0.056
0.1,0.046
0.29,0.008
0.054,0.06
0.142,0.128
0.038,0.052
0.022,0.044
0.222,0.218
0.244,0.04
0.18,0.172
0.12,0.108
0.336,0.01
0.062,0.036
0.246,0.202
0.212,0.06
0.286,0.158
0.106,0.048
0.008,0.038
0.26,0.03
0.254,0.196
0.03,0.03
0.03,0.048
0.214,0.214
0.156,0.142
0.098,0.088
0.268,0.176
0.158,0.144
0.316,0.108
0.34,0.038
0.314,0.0
0.334,0.064
0.088,0.082
0.008,0.028
0.112,0.048
0.074,0.04
0.27,0.176
0.09,0.084
0.114,0.05
0.26,0.19
0.036,0.03
0.118,0.106
0.158,0.062
0.202,0.062
0.324,0.094
0.096,0.086
0.308,0.122
0.182,0.064
0.2,0.198
0.12,0.052
0.142,0.126
0.022,0.042
0.038,0.05
0.292,0.15
0.34,0.028
0.286,0.156
0.044,0.034
0.068,0.038
0.24,0.044
0.044,0.052
0.028,0.044
0.276,0.17
0.264,0.028
0.304,0.002
0.3,0.136
0.03,0.046
0.306,0.128
0.014,0.038
0.288,0.012
0.236,0.212
0.33,0.076
0.164,0.062
0.334,0.008
0.188,0.064
0.166,0.064
0.318,0.0
0.02,0.04
0.34,0.018
0.34,0.036
0.334,0.062
0.128,0.054
0.074,0.038
0.006,0.034
0.206,0.208
0.298,0.142
0.118,0.104
0.014,0.028
0.198,0.194
0.324,0.092
0.08,0.04
0.308,0.12
0.16,0.148
0.02,0.03
0.25,0.2
0.216,0.058
0.162,0.15
0.34,0.026
0.272,0.022
0.34,0.044
0.234,0.05
0.044,0.032
0.296,0.006
0.244,0.206
0.326,0.002
0.132,0.118
0.28,0.016
0.228,0.216
0.258,0.034
0.322,0.098
0.14,0.058
0.242,0.044
0.11,0.098
0.176,0.166
0.3,0.134
0.306,0.126
0.226,0.054
0.33,0.074
0.332,0.004
0.126,0.052
0.266,0.18
0.334,0.006
0.254,0.038
0.088,0.042
0.34,0.016
0.05,0.034
0.204,0.204
0.34,0.034
0.132,0.054
0.314,0.112
0.274,0.174
0.206,0.206
0.298,0.14
0.194,0.064
0.172,0.064
0.094,0.044
0.324,0.09
0.208,0.062
0.16,0.146
0.288,0.152
0.08,0.074
0.082,0.04
0.312,0.118
0.108,0.096
0.25,0.198
0.272,0.02
0.162,0.148
0.338,0.05
0.07,0.068
0.174,0.162
0.19,0.188
0.178,0.064
0.322,0.096
0.072,0.07
0.056,0.062
0.176,0.164
0.306,0.124
0.332,0.002
0.31,0.002
0.23,0.052
0.202,0.2
0.254,0.036
0.336,0.056
0.004,0.028
0.146,0.13
0.148,0.06
0.064,0.066
0.314,0.11
0.274,0.172
0.32,0.102
0.102,0.092
0.298,0.138
0.13,0.114
0.056,0.034
0.154,0.062
0.258,0.192
0.058,0.036
0.312,0.116
0.182,0.174
0.102,0.046
0.188,0.184
0.064,0.038
0.338,0.012
0.29,0.152
0.026,0.03
0.338,0.048
0.284,0.014
0.232,0.214
0.268,0.024
0.238,0.046
0.222,0.056
0.01,0.038
0.292,0.008
0.056,0.06
0.16,0.062
0.262,0.03
0.28,0.164
0.246,0.04
0.1,0.09
0.304,0.13
0.122,0.108
0.242,0.21
0.108,0.048
0.062,0.062
0.046,0.054
0.166,0.156
0.336,0.054
0.07,0.038
0.002,0.034
0.064,0.064
0.032,0.03
0.048,0.056
0.198,0.062
0.32,0.1
0.032,0.048
0.326,0.086
0.01,0.028
0.296,0.144
0.136,0.122
0.1,0.044
0.218,0.216
0.258,0.19
0.18,0.17
0.336,0.008
0.32,0.0
0.04,0.052
0.024,0.044
0.276,0.018
0.224,0.218
0.312,0.114
0.008,0.036
0.208,0.21
0.188,0.182
0.248,0.202
0.214,0.06
0.232,0.212
0.21,0.212
0.222,0.054
0.184,0.064
0.122,0.052
0.016,0.04
0.304,0.128
0.164,0.152
0.046,0.034
0.166,0.154
0.09,0.082
0.186,0.18
0.002,0.032
0.112,0.1
0.306,0.002
0.076,0.04
0.272,0.176
0.326,0.084
0.278,0.168
0.092,0.084
0.296,0.142
0.114,0.102
0.194,0.192
0.116,0.05
0.038,0.03
0.016,0.03
0.204,0.062
0.292,0.148
0.262,0.188
0.078,0.04
0.04,0.032
0.334,0.07
0.21,0.21
0.136,0.056
0.134,0.12
0.288,0.01
0.266,0.028
