0.35,0.02
0.07,0.176
0.132,0.206
0.308,0.09
0.328,0.0
0.268,0.206
0.012,0.114
0.096,0.144
0.138,0.208
0.286,0.106
0.334,0.058
0.378,0.076
0.29,0.198
0.254,0.126
0.02,0.108
0.078,0.18
0.004,0.1
0.244,0.212
0.02,0.126
0.294,0.1
0.21,0.144
0.17,0.15
0.148,0.15
0.102,0.146
0.298,0.192
0.032,0.14
0.338,0.166
0.214,0.216
0.348,0.018
0.192,0.216
0.13,0.204
0.222,0.138
0.348,0.036
0.184,0.148
0.332,0.064
0.334,0.012
0.376,0.112
0.108,0.148
0.36,0.14
0.046,0.154
0.186,0.148
0.132,0.15
0.07,0.174
0.348,0.008
0.332,0.0
0.348,0.026
0.308,0.088
0.152,0.212
0.2,0.146
0.076,0.178
0.176,0.216
0.198,0.216
0.354,0.036
0.018,0.124
0.374,0.118
0.246,0.13
0.282,0.202
0.012,0.112
0.316,0.082
0.06,0.168
0.358,0.146
0.34,0.048
0.062,0.134
0.062,0.17
0.368,0.052
0.004,0.098
0.214,0.142
0.032,0.138
0.326,0.176
0.366,0.132
0.236,0.214
0.348,0.016
0.332,0.008
0.258,0.208
0.348,0.034
0.154,0.15
0.332,0.062
0.334,0.01
0.376,0.074
0.34,0.002
0.34,0.02
0.22,0.216
0.376,0.11
0.312,0.186
0.19,0.148
0.024,0.134
0.15,0.21
0.002,0.096
0.322,0.074
0.026,0.136
0.234,0.214
0.346,0.04
0.112,0.2
0.07,0.136
0.238,0.134
0.348,0.024
0.308,0.086
0.018,0.104
0.354,0.034
0.018,0.122
0.16,0.15
0.116,0.15
0.138,0.15
0.158,0.214
0.374,0.116
0.29,0.104
0.282,0.2
0.334,0.0
0.038,0.148
0.352,0.152
0.274,0.114
0.06,0.166
0.204,0.216
0.338,0.018
0.182,0.216
0.12,0.204
0.008,0.098
0.062,0.132
0.046,0.124
0.334,0.17
0.298,0.098
0.04,0.15
0.104,0.196
0.338,0.054
0.062,0.168
0.294,0.194
0.068,0.172
0.048,0.126
0.278,0.204
0.032,0.118
0.342,0.164
0.306,0.092
0.176,0.15
