5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.02984309772635583,0.14679652263152443,0.13491201422751145,0.17588916563826892,0.12482066811800173,0.17485356497517174,0.029817321365755965,0.13568742500459607,0.018674339580031642,0.23551771022410745,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.02985129820151559,0.1286576233080794,0.13068692837536608,0.1358237165655714,0.12144917557670985,0.1614380969609773,0.02375792885818396,0.11889219504508437,0.0009683951085886905,0.1997947015429866,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.03513781432221315,0.12838214131165265,0.11904710060565321,0.14614550148916977,0.11271226208981051,0.16244225964854633,0.026947727610001197,0.11426401958968214,0.018188195160127946,0.20230514844403336,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.025505702210658426,0.12078143109401016,0.1327490864655669,0.14783781819276923,0.11680566487043087,0.15652248523582796,0.02598263015044968,0.11750060923968883,0.02186844758276804,0.21037277273614763,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.06781216053842674,0.12062956098895794,0.1320068505167965,0.13761579722810727,0.10755932442750346,0.16807077863796072,0.05739282278166172,0.09755111757201339,0.004021598379817539,0.20749539641189357,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.025153838355947804,0.12029946809135823,0.13211680856182387,0.12733897113500936,0.1203771319766128,0.15923259961733294,0.020896734274916385,0.1192473067444683,0.0007327571464246603,0.2186535252582406,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.016160705629435338,0.12750496676626294,0.0984697220304978,0.13574470756541135,0.0600106568858864,0.18324743712547498,0.020896734274916385,0.11836528290757774,0.02059577233849509,0.26334543083254797,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.06529489811532675,0.13439928638680254,0.1868126115122107,0.19102190021038717,0.17801388135877194,0.19451990727682392,0.03448620777679373,0.09789700433490255,0.010324295638060256,0.162156806280967,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.03491944476903842,0.1282705468979856,0.13205092185290446,0.13562269784584108,0.10667686064080283,0.17590896246279378,0.034970969032741,0.12494536549431932,0.010643862298740106,0.2365184764894573,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6100233845974457,0.43811773614211924,0.5165808941491401,0.5568625161080148,0.512063902462146,0.5465263249551423,0.834831525563436,0.39893460547905896,0.7158905214833484,0.5854367242637597,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
